,"Input dims, index dim, reduce factor (RF)",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time (IQR)
602,2; 0; 4,"(12382, 12382)",0,153317019,306.652608,387.97312,0.00041136809973977504(0.0)
603,2; 0; 8,"(12382, 12382)",0,153315471,306.640224,350.224384,0.00020892831031233072(0.0)
604,2; 1; 1,"(12382, 12382)",0,153326306,306.726904,618.65984,0.002589537809835747(0.0)
605,2; 1; 2,"(12382, 12382)",0,153320115,306.677376,465.567744,0.001116744129685685(0.0)
606,2; 1; 4,"(12382, 12382)",0,153317019,306.652608,387.97312,0.0005870848207268864(0.0)
607,2; 1; 8,"(12382, 12382)",0,153315471,306.640224,350.224384,0.0007260578009299933(0.0)
608,2; 0; 1,"(12461, 12461)",0,155288982,310.65273,627.048448,0.0016515984490979463(0.0)
609,2; 0; 2,"(12461, 12461)",0,155282751,310.602882,471.8592,0.0008277520607225596(0.0)
610,2; 0; 4,"(12461, 12461)",0,155279636,310.577962,394.264576,0.0004170491104014218(0.0)
611,2; 0; 8,"(12461, 12461)",0,155278078,310.565498,354.418688,0.000252172410255298(0.0)
612,2; 1; 1,"(12461, 12461)",0,155288982,310.65273,627.048448,0.002434328669914976(0.0)
613,2; 1; 2,"(12461, 12461)",0,155282751,310.602882,471.8592,0.0014831554295960815(0.0)
614,2; 1; 4,"(12461, 12461)",0,155279636,310.577962,394.264576,0.0014339025097433477(0.0)
615,2; 1; 8,"(12461, 12461)",0,155278078,310.565498,354.418688,0.0005312556400895119(0.0)
616,2; 0; 1,"(12538, 12538)",0,157213982,314.503192,631.242752,0.0016876210598275065(0.0)
617,2; 0; 2,"(12538, 12538)",0,157207713,314.45304,473.956352,0.0008381912496406585(0.0)
618,2; 0; 4,"(12538, 12538)",0,157204578,314.42796,396.361728,0.00042146463063545524(0.0)
619,2; 0; 8,"(12538, 12538)",0,157203011,314.415424,356.51584,0.00021388225024566055(0.0)
620,2; 1; 1,"(12538, 12538)",0,157213982,314.503192,631.242752,0.0025775652297306806(0.0)
621,2; 1; 2,"(12538, 12538)",0,157207713,314.45304,473.956352,0.0011394393304362893(0.0)
622,2; 1; 4,"(12538, 12538)",0,157204578,314.42796,396.361728,0.001014489580411464(0.0)
623,2; 1; 8,"(12538, 12538)",0,157203011,314.415424,356.51584,0.00046026195981539785(0.0)
624,2; 0; 1,"(12616, 12616)",0,159176072,318.42784,639.63136,0.0016942080005537719(0.0)
625,2; 0; 2,"(12616, 12616)",0,159169764,318.377376,480.247808,0.0008492668299004435(0.0)
626,2; 0; 4,"(12616, 12616)",0,159166610,318.352144,400.556032,0.000427392809651792(0.0)
627,2; 0; 8,"(12616, 12616)",0,159165033,318.339528,360.710144,0.00021683361963368953(0.0)
628,2; 1; 1,"(12616, 12616)",0,159176072,318.42784,639.63136,0.0025886569800786675(0.0)
629,2; 1; 2,"(12616, 12616)",0,159169764,318.377376,480.247808,0.001151819380465895(0.0)
630,2; 1; 4,"(12616, 12616)",0,159166610,318.352144,400.556032,0.0007229956798255443(0.0)
631,2; 1; 8,"(12616, 12616)",0,159165033,318.339528,360.710144,0.0004365805396810174(0.0)
632,2; 0; 1,"(12692, 12692)",0,161099556,322.275264,648.019968,0.0017112827999517322(0.0)
633,2; 0; 2,"(12692, 12692)",0,161093210,322.224496,486.539264,0.0008581205201335251(0.0)
634,2; 0; 4,"(12692, 12692)",0,161090037,322.199112,406.847488,0.0004334248905070126(0.0)
635,2; 0; 8,"(12692, 12692)",0,161088450,322.186416,367.0016,0.00021868732059374452(0.0)
636,2; 1; 1,"(12692, 12692)",0,161099556,322.275264,648.019968,0.002457831280771643(0.0)
637,2; 1; 2,"(12692, 12692)",0,161093210,322.224496,486.539264,0.0013391535507980734(0.0)
638,2; 1; 4,"(12692, 12692)",0,161090037,322.199112,406.847488,0.0009334253601264209(0.0)
639,2; 1; 8,"(12692, 12692)",0,161088450,322.186416,367.0016,0.0004964210104662925(0.0)
640,2; 0; 1,"(12769, 12769)",0,163060130,326.196874,656.408576,0.0017369628301821649(0.0)
641,2; 0; 2,"(12769, 12769)",0,163053745,326.145794,492.83072,0.0008684625301975757(0.0)
642,2; 0; 4,"(12769, 12769)",0,163050553,326.120258,411.041792,0.0004370186699088663(0.0)
643,2; 0; 8,"(12769, 12769)",0,163048957,326.10749,371.195904,0.00022165391012094916(0.0)
644,2; 1; 1,"(12769, 12769)",0,163060130,326.196874,656.408576,0.0027082334994338454(0.0)
645,2; 1; 2,"(12769, 12769)",0,163053745,326.145794,492.83072,0.0013410867191851138(0.0)
646,2; 1; 4,"(12769, 12769)",0,163050553,326.120258,411.041792,0.0007093288504984229(0.0)
647,2; 1; 8,"(12769, 12769)",0,163048957,326.10749,371.195904,0.0005263946997001767(0.0)
648,2; 0; 1,"(12845, 12845)",0,165006870,330.09081,664.797184,0.0017569099494721741(0.0)
649,2; 0; 2,"(12845, 12845)",0,165000447,330.039426,499.122176,0.0008794859109912068(0.0)
650,2; 0; 4,"(12845, 12845)",0,164997236,330.013738,417.333248,0.0004424803704023361(0.0)
651,2; 0; 8,"(12845, 12845)",0,164995630,330.00089,375.390208,0.0002238498500082642(0.0)
652,2; 1; 1,"(12845, 12845)",0,165006870,330.09081,664.797184,0.002658377100015059(0.0)
653,2; 1; 2,"(12845, 12845)",0,165000447,330.039426,499.122176,0.0013676240493077786(0.0)
654,2; 1; 4,"(12845, 12845)",0,164997236,330.013738,417.333248,0.0008009405108168721(0.0)
655,2; 1; 8,"(12845, 12845)",0,164995630,330.00089,375.390208,0.00040882053901441395(0.0)
656,2; 0; 1,"(12920, 12920)",0,166939320,333.95616,673.185792,0.0017743252008222043(0.0)
657,2; 0; 2,"(12920, 12920)",0,166932860,333.90448,505.413632,0.0008884706697426737(0.0)
658,2; 0; 4,"(12920, 12920)",0,166929630,333.87864,421.527552,0.00044753941008821127(0.0)
659,2; 0; 8,"(12920, 12920)",0,166928015,333.86572,379.584512,0.00022644493961706757(0.0)
660,2; 1; 1,"(12920, 12920)",0,166939320,333.95616,673.185792,0.002951696339296177(0.0)
661,2; 1; 2,"(12920, 12920)",0,166932860,333.90448,505.413632,0.0012238123500719665(0.0)
662,2; 1; 4,"(12920, 12920)",0,166929630,333.87864,421.527552,0.000692619279725477(0.0)
663,2; 1; 8,"(12920, 12920)",0,166928015,333.86572,379.584512,0.0005966610403265804(0.0)
664,2; 0; 1,"(12995, 12995)",0,168883020,337.84401,681.5744,0.001797778729815036(0.0)
665,2; 0; 2,"(12995, 12995)",0,168876522,337.792026,511.705088,0.0009004879300482571(0.0)
666,2; 0; 4,"(12995, 12995)",0,168873273,337.766034,427.819008,0.00045347809907980263(0.0)
667,2; 0; 8,"(12995, 12995)",0,168871649,337.753042,385.875968,0.00022942888084799052(0.0)
668,2; 1; 1,"(12995, 12995)",0,168883020,337.84401,681.5744,0.002581359969917685(0.0)
669,2; 1; 2,"(12995, 12995)",0,168876522,337.792026,511.705088,0.0011528861103579401(0.0)
670,2; 1; 4,"(12995, 12995)",0,168873273,337.766034,427.819008,0.0007250971009489149(0.0)
671,2; 1; 8,"(12995, 12995)",0,168871649,337.753042,385.875968,0.0003798562695737928(0.0)
672,2; 0; 1,"(13070, 13070)",0,170837970,341.75436,685.768704,0.0018181943299714475(0.0)
673,2; 0; 2,"(13070, 13070)",0,170831435,341.70208,515.899392,0.0009113443992100656(0.0)
674,2; 0; 4,"(13070, 13070)",0,170828167,341.675936,429.91616,0.0004575572104658931(0.0)
675,2; 0; 8,"(13070, 13070)",0,170826533,341.662864,387.97312,0.0002323701197747141(0.0)
676,2; 1; 1,"(13070, 13070)",0,170837970,341.75436,685.768704,0.003103494719834998(0.0)
677,2; 1; 2,"(13070, 13070)",0,170831435,341.70208,515.899392,0.0014799432002473622(0.0)
678,2; 1; 4,"(13070, 13070)",0,170828167,341.675936,429.91616,0.000766379110282287(0.0)
679,2; 1; 8,"(13070, 13070)",0,170826533,341.662864,387.97312,0.0005546369694638997(0.0)
680,2; 0; 1,"(13144, 13144)",0,172777880,345.634624,694.157312,0.0018392141698859632(0.0)
681,2; 0; 2,"(13144, 13144)",0,172771308,345.582048,522.190848,0.0009223127108998597(0.0)
682,2; 0; 4,"(13144, 13144)",0,172768022,345.55576,436.207616,0.000463511839043349(0.0)
683,2; 0; 8,"(13144, 13144)",0,172766379,345.542616,392.167424,0.0002344100794289261(0.0)
684,2; 1; 1,"(13144, 13144)",0,172777880,345.634624,694.157312,0.0030647580698132514(0.0)
685,2; 1; 2,"(13144, 13144)",0,172771308,345.582048,522.190848,0.0012875774805434048(0.0)
686,2; 1; 4,"(13144, 13144)",0,172768022,345.55576,436.207616,0.0007585415604989975(0.0)
687,2; 1; 8,"(13144, 13144)",0,172766379,345.542616,392.167424,0.0005031959305051714(0.0)
688,2; 0; 1,"(13218, 13218)",0,174728742,349.536792,702.54592,0.0018628461693879217(0.0)
689,2; 0; 2,"(13218, 13218)",0,174722133,349.48392,528.482304,0.0009334623289760202(0.0)
690,2; 0; 4,"(13218, 13218)",0,174718828,349.45748,440.40192,0.00046912411926314235(0.0)
691,2; 0; 8,"(13218, 13218)",0,174717176,349.444264,396.361728,0.00023707087966613473(0.0)
692,2; 1; 1,"(13218, 13218)",0,174728742,349.536792,702.54592,0.002924184889998287(0.0)
693,2; 1; 2,"(13218, 13218)",0,174722133,349.48392,528.482304,0.0014082119602244348(0.0)
694,2; 1; 4,"(13218, 13218)",0,174718828,349.45748,440.40192,0.0009646210598293691(0.0)
695,2; 1; 8,"(13218, 13218)",0,174717176,349.444264,396.361728,0.00046312942984513936(0.0)
696,2; 0; 1,"(13291, 13291)",0,176663972,353.40769,710.934528,0.001883722540223971(0.0)
697,2; 0; 2,"(13291, 13291)",0,176657326,353.354522,534.77376,0.0009448641305789352(0.0)
698,2; 0; 4,"(13291, 13291)",0,176654003,353.327938,446.693376,0.00047453873907215893(0.0)
699,2; 0; 8,"(13291, 13291)",0,176652342,353.31465,402.653184,0.00024012485053390265(0.0)
700,2; 1; 1,"(13291, 13291)",0,176663972,353.40769,710.934528,0.0028020472603384407(0.0)
701,2; 1; 2,"(13291, 13291)",0,176657326,353.354522,534.77376,0.0014726140606217087(0.0)
702,2; 1; 4,"(13291, 13291)",0,176654003,353.327938,446.693376,0.0008082900498993695(0.0)
703,2; 1; 8,"(13291, 13291)",0,176652342,353.31465,402.653184,0.0005272773408796638(0.0)
704,2; 0; 1,"(13364, 13364)",0,178609860,357.299904,719.323136,0.001908343069953844(0.0)
705,2; 0; 2,"(13364, 13364)",0,178603178,357.246448,541.065216,0.0009556940593756735(0.0)
706,2; 0; 4,"(13364, 13364)",0,178599837,357.21972,450.88768,0.0004797446506563574(0.0)
707,2; 0; 8,"(13364, 13364)",0,178598166,357.206352,406.847488,0.0002426839794497937(0.0)
708,2; 1; 1,"(13364, 13364)",0,178609860,357.299904,719.323136,0.0032410902599804103(0.0)
709,2; 1; 2,"(13364, 13364)",0,178603178,357.246448,541.065216,0.001396410269662738(0.0)
710,2; 1; 4,"(13364, 13364)",0,178599837,357.21972,450.88768,0.0009490868193097413(0.0)
711,2; 1; 8,"(13364, 13364)",0,178598166,357.206352,406.847488,0.0005204282409977168(0.0)
712,2; 0; 1,"(13437, 13437)",0,180566406,361.213434,727.711744,0.0019366978399921208(0.0)
713,2; 0; 2,"(13437, 13437)",0,180559687,361.159682,547.356672,0.0009679576801136136(0.0)
714,2; 0; 4,"(13437, 13437)",0,180556328,361.13281,457.179136,0.0004861904098652303(0.0)
715,2; 0; 8,"(13437, 13437)",0,180554648,361.11937,411.041792,0.0002465752197895199(0.0)
716,2; 1; 1,"(13437, 13437)",0,180566406,361.213434,727.711744,0.0029777324898168445(0.0)
717,2; 1; 2,"(13437, 13437)",0,180559687,361.159682,547.356672,0.0013937341596465557(0.0)
718,2; 1; 4,"(13437, 13437)",0,180556328,361.13281,457.179136,0.0007380131306126713(0.0)
719,2; 1; 8,"(13437, 13437)",0,180554648,361.11937,411.041792,0.0006221411505248398(0.0)
720,2; 0; 1,"(13509, 13509)",0,182506590,365.094234,736.100352,0.001956213649827987(0.0)
721,2; 0; 2,"(13509, 13509)",0,182499835,365.040194,553.648128,0.0009782183391507716(0.0)
722,2; 0; 4,"(13509, 13509)",0,182496458,365.013178,461.37344,0.0004912040708586573(0.0)
723,2; 0; 8,"(13509, 13509)",0,182494769,364.999666,415.236096,0.00024842872051522135(0.0)
724,2; 1; 1,"(13509, 13509)",0,182506590,365.094234,736.100352,0.0033354075602255763(0.0)
725,2; 1; 2,"(13509, 13509)",0,182499835,365.040194,553.648128,0.0019081722397822887(0.0)
726,2; 1; 4,"(13509, 13509)",0,182496458,365.013178,461.37344,0.0018084917694795876(0.0)
727,2; 1; 8,"(13509, 13509)",0,182494769,364.999666,415.236096,0.0008187139290384948(0.0)
728,2; 0; 1,"(13581, 13581)",0,184457142,368.99577,740.294656,0.0019815232104156166(0.0)
729,2; 0; 2,"(13581, 13581)",0,184450351,368.941442,555.74528,0.0009933127101976425(0.0)
730,2; 0; 4,"(13581, 13581)",0,184446956,368.914282,463.470592,0.0004979149298742413(0.0)
731,2; 0; 8,"(13581, 13581)",0,184445258,368.900698,417.333248,0.0002521888993214816(0.0)
732,2; 1; 1,"(13581, 13581)",0,184457142,368.99577,740.294656,0.0033705181803088636(0.0)
733,2; 1; 2,"(13581, 13581)",0,184450351,368.941442,555.74528,0.0014003184100147338(0.0)
734,2; 1; 4,"(13581, 13581)",0,184446956,368.914282,463.470592,0.0011203230102546514(0.0)
735,2; 1; 8,"(13581, 13581)",0,184445258,368.900698,417.333248,0.0007165568298660218(0.0)
736,2; 0; 1,"(13652, 13652)",0,186390756,372.863424,748.683264,0.0020033652102574707(0.0)
737,2; 0; 2,"(13652, 13652)",0,186383930,372.808816,562.036736,0.00100430655060336(0.0)
738,2; 0; 4,"(13652, 13652)",0,186380517,372.781512,469.762048,0.0005022969900164753(0.0)
739,2; 0; 8,"(13652, 13652)",0,186378810,372.767856,423.624704,0.0002550679398700595(0.0)
740,2; 1; 1,"(13652, 13652)",0,186390756,372.863424,748.683264,0.002707311890553683(0.0)
741,2; 1; 2,"(13652, 13652)",0,186383930,372.808816,562.036736,0.0016971687402110548(0.0)
742,2; 1; 4,"(13652, 13652)",0,186380517,372.781512,469.762048,0.0012845833192113786(0.0)
743,2; 1; 8,"(13652, 13652)",0,186378810,372.767856,423.624704,0.0007310611696448177(0.0)
744,2; 0; 1,"(13723, 13723)",0,188334452,376.751242,757.071872,0.002066501040244475(0.0)
745,2; 0; 2,"(13723, 13723)",0,188327590,376.696346,568.328192,0.001015138179063797(0.0)
746,2; 0; 4,"(13723, 13723)",0,188324159,376.668898,473.956352,0.0005101787706371396(0.0)
747,2; 0; 8,"(13723, 13723)",0,188322444,376.655178,427.819008,0.0002752200304530561(0.0)
748,2; 1; 1,"(13723, 13723)",0,188334452,376.751242,757.071872,0.003565266780788079(0.0)
749,2; 1; 2,"(13723, 13723)",0,188327590,376.696346,568.328192,0.0014425603800918908(0.0)
750,2; 1; 4,"(13723, 13723)",0,188324159,376.668898,473.956352,0.0009636074700392782(0.0)
751,2; 1; 8,"(13723, 13723)",0,188322444,376.655178,427.819008,0.0008835382608231157(0.0)
752,2; 0; 1,"(13794, 13794)",0,190288230,380.659224,765.46048,0.002055139570729807(0.0)
753,2; 0; 2,"(13794, 13794)",0,190281333,380.604048,574.619648,0.0010251482797320932(0.0)
754,2; 0; 4,"(13794, 13794)",0,190277884,380.576456,480.247808,0.0005148999800439924(0.0)
755,2; 0; 8,"(13794, 13794)",0,190276160,380.562664,432.013312,0.0002617273991927505(0.0)
756,2; 1; 1,"(13794, 13794)",0,190288230,380.659224,765.46048,0.0028798671194817872(0.0)
757,2; 1; 2,"(13794, 13794)",0,190281333,380.604048,574.619648,0.0013046110107097775(0.0)
758,2; 1; 4,"(13794, 13794)",0,190277884,380.576456,480.247808,0.0007623853406403214(0.0)
759,2; 1; 8,"(13794, 13794)",0,190276160,380.562664,432.013312,0.0006650791398715227(0.0)
760,2; 0; 1,"(13864, 13864)",0,192224360,384.531904,773.849088,0.0020718137396033855(0.0)
761,2; 0; 2,"(13864, 13864)",0,192217428,384.476448,580.911104,0.0010361190699040889(0.0)
762,2; 0; 4,"(13864, 13864)",0,192213962,384.44872,484.442112,0.0005203155905473977(0.0)
763,2; 0; 8,"(13864, 13864)",0,192212229,384.434856,436.207616,0.0002644946100190282(0.0)
764,2; 1; 1,"(13864, 13864)",0,192224360,384.531904,773.849088,0.003870155840413645(0.0)
765,2; 1; 2,"(13864, 13864)",0,192217428,384.476448,580.911104,0.0016591503901872784(0.0)
766,2; 1; 4,"(13864, 13864)",0,192213962,384.44872,484.442112,0.0011318325903266668(0.0)
767,2; 1; 8,"(13864, 13864)",0,192212229,384.434856,436.207616,0.0005822282796725631(0.0)
768,2; 0; 1,"(13934, 13934)",0,194170290,388.424184,782.237696,0.002091734220739454(0.0)
769,2; 0; 2,"(13934, 13934)",0,194163323,388.368448,587.20256,0.0010457643691916018(0.0)
770,2; 0; 4,"(13934, 13934)",0,194159839,388.340576,490.733568,0.0005251125292852521(0.0)
771,2; 0; 8,"(13934, 13934)",0,194158097,388.32664,442.499072,0.00026611798093654213(0.0)
772,2; 1; 1,"(13934, 13934)",0,194170290,388.424184,782.237696,0.0034174218494445086(0.0)
773,2; 1; 2,"(13934, 13934)",0,194163323,388.368448,587.20256,0.001730268660467118(0.0)
774,2; 1; 4,"(13934, 13934)",0,194159839,388.340576,490.733568,0.0018328096205368638(0.0)
775,2; 1; 8,"(13934, 13934)",0,194158097,388.32664,442.499072,0.0007174101902637631(0.0)
776,2; 0; 1,"(14003, 14003)",0,196098012,392.280042,790.626304,0.0021089165506418795(0.0)
777,2; 0; 2,"(14003, 14003)",0,196091010,392.224026,593.494016,0.0010554368293378502(0.0)
778,2; 0; 4,"(14003, 14003)",0,196087509,392.196018,494.927872,0.0005295274790842086(0.0)
779,2; 0; 8,"(14003, 14003)",0,196085759,392.182018,446.693376,0.000268686730414629(0.0)
780,2; 1; 1,"(14003, 14003)",0,196098012,392.280042,790.626304,0.0035873770306352527(0.0)
781,2; 1; 2,"(14003, 14003)",0,196091010,392.224026,593.494016,0.0014700953895226121(0.0)
782,2; 1; 4,"(14003, 14003)",0,196087509,392.196018,494.927872,0.0016282768605742604(0.0)
783,2; 1; 8,"(14003, 14003)",0,196085759,392.182018,446.693376,0.000918708530953154(0.0)
784,2; 0; 1,"(14073, 14073)",0,198063402,396.211242,794.820608,0.002126041380688548(0.0)
785,2; 0; 2,"(14073, 14073)",0,198056365,396.154946,597.68832,0.0010637697507627308(0.0)
786,2; 0; 4,"(14073, 14073)",0,198052847,396.126802,499.122176,0.000533488750224933(0.0)
787,2; 0; 8,"(14073, 14073)",0,198051088,396.11273,448.790528,0.00026983881019987166(0.0)
788,2; 1; 1,"(14073, 14073)",0,198063402,396.211242,794.820608,0.0032310260296799244(0.0)
789,2; 1; 2,"(14073, 14073)",0,198056365,396.154946,597.68832,0.0016627856402192265(0.0)
790,2; 1; 4,"(14073, 14073)",0,198052847,396.126802,499.122176,0.0008309154701419175(0.0)
791,2; 1; 8,"(14073, 14073)",0,198051088,396.11273,448.790528,0.0006666577607393264(0.0)
792,2; 0; 1,"(14142, 14142)",0,200010306,400.105464,803.209216,0.0021562065696343778(0.0)
793,2; 0; 2,"(14142, 14142)",0,200003235,400.048896,603.979776,0.0010725369898136705(0.0)
794,2; 0; 4,"(14142, 14142)",0,199999699,400.020608,503.31648,0.0005380253097973764(0.0)
795,2; 0; 8,"(14142, 14142)",0,199997931,400.006464,452.984832,0.00027269570040516555(0.0)
796,2; 1; 1,"(14142, 14142)",0,200010306,400.105464,803.209216,0.003444375549443066(0.0)
797,2; 1; 2,"(14142, 14142)",0,200003235,400.048896,603.979776,0.0016986963397357612(0.0)
798,2; 1; 4,"(14142, 14142)",0,199999699,400.020608,503.31648,0.0015799965104088187(0.0)
799,2; 1; 8,"(14142, 14142)",0,199997931,400.006464,452.984832,0.0007268521306104958(0.0)
