,"Reduce factor, shape, dim",Input size,Sparsity,Total elements,Input memory,Total Memory,GPU clock time py geo (IQR),GPU clock time native (IQR)
599,4 square 1,"(6708, 6708)",0,89994528,449.97264,476.053504,0.005555011050018948(0.0),0.005470832830033032(0.0)
600,8 square 0,"(1224, 1224)",0,2996352,14.98176,23.068672,0.00032108619008795357(0.0),0.0003167003999988083(0.0)
601,8 square 1,"(1224, 1224)",0,2996352,14.98176,23.068672,0.0001850681299401913(0.0),0.0001296178699703887(0.0)
602,8 square 0,"(1392, 1392)",0,3875328,19.37664,23.068672,0.0003738500700274017(0.0),0.00033330607009702363(0.0)
603,8 square 1,"(1392, 1392)",0,3875328,19.37664,23.068672,0.0002271858000312932(0.0),0.00017671253997832536(0.0)
604,8 square 0,"(1542, 1542)",0,4755528,23.77764,44.040192,0.0003813790901040193(0.0),0.000342077739915112(0.0)
605,8 square 1,"(1542, 1542)",0,4755528,23.77764,44.040192,0.0002632887999061495(0.0),0.00020572826004354284(0.0)
606,8 square 0,"(1678, 1678)",0,5631368,28.15684,46.137344,0.0004246314099873416(0.0),0.0003864490600244608(0.0)
607,8 square 1,"(1678, 1678)",0,5631368,28.15684,46.137344,0.0003224458599288482(0.0),0.0002678525100054685(0.0)
608,8 square 0,"(1804, 1804)",0,6508832,32.54416,50.331648,0.0004505753199919127(0.0),0.0004067036299966276(0.0)
609,8 square 1,"(1804, 1804)",0,6508832,32.54416,50.331648,0.00037426946000778115(0.0),0.0003056325900251977(0.0)
610,8 square 0,"(1922, 1922)",0,7388168,36.94084,54.525952,0.0004832311099744402(0.0),0.0004364134599745739(0.0)
611,8 square 1,"(1922, 1922)",0,7388168,36.94084,54.525952,0.00042657407000660895(0.0),0.00036700033000670374(0.0)
612,8 square 0,"(2033, 2033)",0,8266178,41.33089,56.623104,0.0005125622201012448(0.0),0.0004548884600808378(0.0)
613,8 square 1,"(2033, 2033)",0,8266178,41.33089,56.623104,0.0004874819300312083(0.0),0.00041298349999124184(0.0)
614,8 square 0,"(2139, 2139)",0,9150642,45.75321,60.817408,0.0005409500400128308(0.0),0.0004766574800305534(0.0)
615,8 square 1,"(2139, 2139)",0,9150642,45.75321,60.817408,0.0005396279499109369(0.0),0.00045638739989954045(0.0)
616,8 square 0,"(2239, 2239)",0,10026242,50.13121,65.011712,0.0005683759599924088(0.0),0.0005064843299624045(0.0)
617,8 square 1,"(2239, 2239)",0,10026242,50.13121,65.011712,0.0006098937999922782(0.0),0.00048577199995634144(0.0)
618,8 square 0,"(2335, 2335)",0,10904450,54.52225,58.720256,0.0005922549699607771(0.0),0.0005198259399912786(0.0)
619,8 square 1,"(2335, 2335)",0,10904450,54.52225,58.720256,0.0006521115500072483(0.0),0.000538331090065185(0.0)
620,8 square 0,"(2427, 2427)",0,11780658,58.90329,83.88608,0.0006112708000000567(0.0),0.0005441457800043282(0.0)
621,8 square 1,"(2427, 2427)",0,11780658,58.90329,83.88608,0.0007070741700590588(0.0),0.0005827564299397636(0.0)
622,8 square 0,"(2516, 2516)",0,12660512,63.30256,69.206016,0.0006400844299059827(0.0),0.0005566324699611869(0.0)
623,8 square 1,"(2516, 2516)",0,12660512,63.30256,69.206016,0.0007558372100174893(0.0),0.0006364185998972971(0.0)
624,8 square 0,"(2602, 2602)",0,13540808,67.70404,92.274688,0.0006552991700300481(0.0),0.0005844979200628586(0.0)
625,8 square 1,"(2602, 2602)",0,13540808,67.70404,92.274688,0.0008004223300667945(0.0),0.000707297600019956(0.0)
626,8 square 0,"(2685, 2685)",0,14418450,72.09225,96.468992,0.0006824180000694469(0.0),0.0006110438601172063(0.0)
627,8 square 1,"(2685, 2685)",0,14418450,72.09225,96.468992,0.0008610993600450456(0.0),0.0007605201499245595(0.0)
628,8 square 0,"(2766, 2766)",0,15301512,76.50756,102.760448,0.0006998771800135728(0.0),0.0006265692900342401(0.0)
629,8 square 1,"(2766, 2766)",0,15301512,76.50756,102.760448,0.0009214500700181816(0.0),0.0008260569600679446(0.0)
630,8 square 0,"(2844, 2844)",0,16176672,80.88336,104.8576,0.0007294382400868926(0.0),0.0006527544600248802(0.0)
631,8 square 1,"(2844, 2844)",0,16176672,80.88336,104.8576,0.0009795472399855498(0.0),0.0008674217000952922(0.0)
632,8 square 0,"(2920, 2920)",0,17052800,85.264,111.149056,0.0007472302399401088(0.0),0.0006686273399100173(0.0)
633,8 square 1,"(2920, 2920)",0,17052800,85.264,111.149056,0.0010314321500482038(0.0),0.0008867253801145126(0.0)
634,8 square 0,"(2994, 2994)",0,17928072,89.64036,115.34336,0.0007748272799653933(0.0),0.0006947298599698116(0.0)
635,8 square 1,"(2994, 2994)",0,17928072,89.64036,115.34336,0.0010905642599391286(0.0),0.0009386944500147365(0.0)
636,8 square 0,"(3067, 3067)",0,18812978,94.06489,117.440512,0.0007924913399619982(0.0),0.0007095023599686101(0.0)
637,8 square 1,"(3067, 3067)",0,18812978,94.06489,117.440512,0.0011378373600018676(0.0),0.0009740804000466596(0.0)
638,8 square 0,"(3138, 3138)",0,19694088,98.47044,123.731968,0.0008166742300090846(0.0),0.0007326113199815154(0.0)
639,8 square 1,"(3138, 3138)",0,19694088,98.47044,123.731968,0.0011925220700504725(0.0),0.0010543637599039358(0.0)
640,8 square 0,"(3207, 3207)",0,20569698,102.84849,127.926272,0.000835643659956986(0.0),0.0007505980999849271(0.0)
641,8 square 1,"(3207, 3207)",0,20569698,102.84849,127.926272,0.0012508375399920624(0.0),0.00109118603009847(0.0)
642,8 square 0,"(3275, 3275)",0,21451250,107.25625,132.120576,0.0008566032600356265(0.0),0.0007697872500284575(0.0)
643,8 square 1,"(3275, 3275)",0,21451250,107.25625,132.120576,0.0013191451800230426(0.0),0.0011825242798659018(0.0)
644,8 square 0,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0008831823800574057(0.0),0.0007932762301061302(0.0)
645,8 square 1,"(3341, 3341)",0,22324562,111.62281,136.31488,0.0013856330899579916(0.0),0.0012109104100090917(0.0)
646,8 square 0,"(3406, 3406)",0,23201672,116.00836,142.606336,0.0009003813599701971(0.0),0.0008111948799341917(0.0)
647,8 square 1,"(3406, 3406)",0,23201672,116.00836,142.606336,0.0014365390600869431(0.0),0.0012497660100052599(0.0)
648,8 square 0,"(3470, 3470)",0,24081800,120.409,144.703488,0.0009232015699672047(0.0),0.0008318446899647825(0.0)
649,8 square 1,"(3470, 3470)",0,24081800,120.409,144.703488,0.0014887765400635545(0.0),0.0013072536099934951(0.0)
650,8 square 0,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0009463272700668313(0.0),0.0008523142599733547(0.0)
651,8 square 1,"(3533, 3533)",0,24964178,124.82089,148.897792,0.0015528079100477043(0.0),0.001382683720003115(0.0)
652,8 square 0,"(3595, 3595)",0,25848050,129.24025,155.189248,0.0009604081600264181(0.0),0.0008649718700326047(0.0)
653,8 square 1,"(3595, 3595)",0,25848050,129.24025,155.189248,0.001615142959926743(0.0),0.0014338629000121728(0.0)
654,8 square 0,"(3655, 3655)",0,26718050,133.59025,157.2864,0.0009899399599817115(0.0),0.0008938482200028375(0.0)
655,8 square 1,"(3655, 3655)",0,26718050,133.59025,157.2864,0.0016814221799722872(0.0),0.0015122161300678272(0.0)
656,8 square 0,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0010101996299636084(0.0),0.0009124234200862702(0.0)
657,8 square 1,"(3715, 3715)",0,27602450,138.01225,163.577856,0.0017381046600348782(0.0),0.0015297580500191544(0.0)
658,8 square 0,"(3773, 3773)",0,28471058,142.35529,167.77216,0.0010336515300150494(0.0),0.0009360968400142156(0.0)
659,8 square 1,"(3773, 3773)",0,28471058,142.35529,167.77216,0.0018017214399878867(0.0),0.0015733835799619554(0.0)
660,8 square 0,"(3831, 3831)",0,29353122,146.76561,169.869312,0.0010493944700283465(0.0),0.0009487413198803552(0.0)
661,8 square 1,"(3831, 3831)",0,29353122,146.76561,169.869312,0.001857431779935723(0.0),0.001667919869942125(0.0)
662,8 square 0,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0010770392999984325(0.0),0.0009750872899894603(0.0)
663,8 square 1,"(3888, 3888)",0,30233088,151.16544,176.160768,0.0019193627699860371(0.0),0.0017477546900045127(0.0)
664,8 square 0,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0010950293800851797(0.0),0.0009919203000026756(0.0)
665,8 square 1,"(3944, 3944)",0,31110272,155.55136,180.355072,0.0019876040899544025(0.0),0.0018059958099911455(0.0)
666,8 square 0,"(4000, 4000)",0,32000000,160.0,186.646528,0.001118541399919195(0.0),0.0010131035099038854(0.0)
667,8 square 1,"(4000, 4000)",0,32000000,160.0,186.646528,0.0020594382000854237(0.0),0.0018978696799604221(0.0)
668,8 square 0,"(4054, 4054)",0,32869832,164.34916,188.74368,0.001140623319952283(0.0),0.0010342642800242174(0.0)
669,8 square 1,"(4054, 4054)",0,32869832,164.34916,188.74368,0.002130810739909066(0.0),0.00199540943998727(0.0)
670,8 square 0,"(4108, 4108)",0,33751328,168.75664,195.035136,0.0011562351101019885(0.0),0.0010491845800424927(0.0)
671,8 square 1,"(4108, 4108)",0,33751328,168.75664,195.035136,0.002175799530086806(0.0),0.0020478571200510487(0.0)
672,8 square 0,"(4161, 4161)",0,34627842,173.13921,199.22944,0.0011829435599793215(0.0),0.0010739375300181564(0.0)
673,8 square 1,"(4161, 4161)",0,34627842,173.13921,199.22944,0.0022475099899747874(0.0),0.002090273349895142(0.0)
674,8 square 0,"(4213, 4213)",0,35498738,177.49369,201.326592,0.0012051613299991005(0.0),0.001094752960052574(0.0)
675,8 square 1,"(4213, 4213)",0,35498738,177.49369,201.326592,0.0023087374700116927(0.0),0.002142804679897381(0.0)
676,8 square 0,"(4265, 4265)",0,36380450,181.90225,207.618048,0.0012249442099709995(0.0),0.0011132261600869241(0.0)
677,8 square 1,"(4265, 4265)",0,36380450,181.90225,207.618048,0.0023838724099914544(0.0),0.0022349582798779012(0.0)
678,8 square 0,"(4316, 4316)",0,37255712,186.27856,211.812352,0.0012461191200418397(0.0),0.001133057609986281(0.0)
679,8 square 1,"(4316, 4316)",0,37255712,186.27856,211.812352,0.0024669321200053674(0.0),0.0022599119099322705(0.0)
680,8 square 0,"(4367, 4367)",0,38141378,190.70689,216.006656,0.0012696743999549653(0.0),0.0011541620900970885(0.0)
681,8 square 1,"(4367, 4367)",0,38141378,190.70689,216.006656,0.002526988469908247(0.0),0.0023430716199800373(0.0)
682,8 square 0,"(4417, 4417)",0,39019778,195.09889,220.20096,0.0012910114099213387(0.0),0.0011730308299593162(0.0)
683,8 square 1,"(4417, 4417)",0,39019778,195.09889,220.20096,0.0025959801000135486(0.0),0.002311411609989591(0.0)
684,8 square 0,"(4467, 4467)",0,39908178,199.54089,226.492416,0.0013122031500097365(0.0),0.0011929700899054297(0.0)
685,8 square 1,"(4467, 4467)",0,39908178,199.54089,226.492416,0.002644615680037532(0.0),0.0023602318300982006(0.0)
686,8 square 0,"(4515, 4515)",0,40770450,203.85225,228.589568,0.0013334673199278768(0.0),0.0012122450101014692(0.0)
687,8 square 1,"(4515, 4515)",0,40770450,203.85225,228.589568,0.0027082414799951948(0.0),0.002515588030073559(0.0)
688,8 square 0,"(4564, 4564)",0,41660192,208.30096,232.783872,0.0013533636099600699(0.0),0.0012306978699052706(0.0)
689,8 square 1,"(4564, 4564)",0,41660192,208.30096,232.783872,0.0027906574800726958(0.0),0.0024764137199963445(0.0)
690,8 square 0,"(4612, 4612)",0,42541088,212.70544,239.075328,0.0013964718401257414(0.0),0.0012723040698620026(0.0)
691,8 square 1,"(4612, 4612)",0,42541088,212.70544,239.075328,0.002780919570068363(0.0),0.002560199800063856(0.0)
692,8 square 0,"(4659, 4659)",0,43412562,217.06281,241.17248,0.0013981616399541964(0.0),0.0012697906199900899(0.0)
693,8 square 1,"(4659, 4659)",0,43412562,217.06281,241.17248,0.002927895129978424(0.0),0.002657978310016915(0.0)
694,8 square 0,"(4706, 4706)",0,44292872,221.46436,247.463936,0.0014206274700700305(0.0),0.001292407550063217(0.0)
695,8 square 1,"(4706, 4706)",0,44292872,221.46436,247.463936,0.002989192420063773(0.0),0.0027464912200230174(0.0)
696,8 square 0,"(4752, 4752)",0,45163008,225.81504,251.65824,0.0014389151299837976(0.0),0.0013087864899716806(0.0)
697,8 square 1,"(4752, 4752)",0,45163008,225.81504,251.65824,0.003055774609965738(0.0),0.0027850584899715616(0.0)
698,8 square 0,"(4798, 4798)",0,46041608,230.20804,253.755392,0.0014644830200995784(0.0),0.0013325146200077144(0.0)
699,8 square 1,"(4798, 4798)",0,46041608,230.20804,253.755392,0.00312534272990888(0.0),0.0028228862400283107(0.0)
700,8 square 0,"(4844, 4844)",0,46928672,234.64336,260.046848,0.001482677089952631(0.0),0.0013488334399880842(0.0)
701,8 square 1,"(4844, 4844)",0,46928672,234.64336,260.046848,0.003194273749977583(0.0),0.0029285235999850557(0.0)
702,8 square 0,"(4889, 4889)",0,47804642,239.02321,264.241152,0.0015047362599580083(0.0),0.001368288100056816(0.0)
703,8 square 1,"(4889, 4889)",0,47804642,239.02321,264.241152,0.003275343499990413(0.0),0.0030000701700919306(0.0)
704,8 square 0,"(4934, 4934)",0,48688712,243.44356,268.435456,0.0015263344699633307(0.0),0.0013885492699046154(0.0)
705,8 square 1,"(4934, 4934)",0,48688712,243.44356,268.435456,0.0033425824300502426(0.0),0.0030679258500458675(0.0)
706,8 square 0,"(4978, 4978)",0,49560968,247.80484,272.62976,0.0015444486899650655(0.0),0.001405965370067861(0.0)
707,8 square 1,"(4978, 4978)",0,49560968,247.80484,272.62976,0.003422179899935145(0.0),0.00309765772006358(0.0)
708,8 square 0,"(5022, 5022)",0,50440968,252.20484,278.921216,0.0015690777100098785(0.0),0.0014282677001028787(0.0)
709,8 square 1,"(5022, 5022)",0,50440968,252.20484,278.921216,0.0034809409000445156(0.0),0.0031552526200539434(0.0)
710,8 square 0,"(5066, 5066)",0,51328712,256.64356,281.018368,0.0015941950600245037(0.0),0.0014506254300067666(0.0)
711,8 square 1,"(5066, 5066)",0,51328712,256.64356,281.018368,0.003551678020012332(0.0),0.003266448880021926(0.0)
712,8 square 0,"(5109, 5109)",0,52203762,261.01881,285.212672,0.0016025224899931345(0.0),0.0014592751799500548(0.0)
713,8 square 1,"(5109, 5109)",0,52203762,261.01881,285.212672,0.003735470130050089(0.0),0.0032908828400832137(0.0)
714,8 square 0,"(5152, 5152)",0,53086208,265.43104,291.504128,0.0016304891199979466(0.0),0.00148594366008183(0.0)
715,8 square 1,"(5152, 5152)",0,53086208,265.43104,291.504128,0.003689635539922165(0.0),0.0034045654999499673(0.0)
716,8 square 0,"(5194, 5194)",0,53955272,269.77636,293.60128,0.0016545821400359272(0.0),0.0015087525399576406(0.0)
717,8 square 1,"(5194, 5194)",0,53955272,269.77636,293.60128,0.0037765200799913146(0.0),0.0034943580300023313(0.0)
718,8 square 0,"(5236, 5236)",0,54831392,274.15696,299.892736,0.0016831158399872948(0.0),0.0015251346898730845(0.0)
719,8 square 1,"(5236, 5236)",0,54831392,274.15696,299.892736,0.0038531094600330108(0.0),0.0035391111600620207(0.0)
720,8 square 0,"(5278, 5278)",0,55714568,278.57284,304.08704,0.0017014634999213741(0.0),0.0015487441000004766(0.0)
721,8 square 1,"(5278, 5278)",0,55714568,278.57284,304.08704,0.003922199580119923(0.0),0.0035658626099757383(0.0)
722,8 square 0,"(5320, 5320)",0,56604800,283.024,306.184192,0.0017231346399057656(0.0),0.0015688089901232161(0.0)
723,8 square 1,"(5320, 5320)",0,56604800,283.024,306.184192,0.003988965600001393(0.0),0.0036417709999659563(0.0)
724,8 square 0,"(5361, 5361)",0,57480642,287.40321,312.475648,0.0017385066700808238(0.0),0.0015836673601006624(0.0)
725,8 square 1,"(5361, 5361)",0,57480642,287.40321,312.475648,0.004067169429908972(0.0),0.0037686194300476927(0.0)
726,8 square 0,"(5402, 5402)",0,58363208,291.81604,316.669952,0.0017626985799870454(0.0),0.0016062686599616427(0.0)
727,8 square 1,"(5402, 5402)",0,58363208,291.81604,316.669952,0.004141150689974893(0.0),0.004022265000094194(0.0)
728,8 square 0,"(5442, 5442)",0,59230728,296.15364,320.864256,0.0017862079899350646(0.0),0.0016291765301139093(0.0)
729,8 square 1,"(5442, 5442)",0,59230728,296.15364,320.864256,0.004217683559982106(0.0),0.004056588340026792(0.0)
730,8 square 0,"(5482, 5482)",0,60104648,300.52324,325.05856,0.001805851389945019(0.0),0.0016469958001107442(0.0)
731,8 square 1,"(5482, 5482)",0,60104648,300.52324,325.05856,0.004288207030040212(0.0),0.004154223200021079(0.0)
732,8 square 0,"(5522, 5522)",0,60984968,304.92484,331.350016,0.0018268527099280618(0.0),0.0016655540600186214(0.0)
733,8 square 1,"(5522, 5522)",0,60984968,304.92484,331.350016,0.004351589410071029(0.0),0.004246517870051321(0.0)
734,8 square 0,"(5562, 5562)",0,61871688,309.35844,335.54432,0.0018508674300392158(0.0),0.0016874614301195833(0.0)
735,8 square 1,"(5562, 5562)",0,61871688,309.35844,335.54432,0.004433124189963564(0.0),0.004072883390035713(0.0)
736,8 square 0,"(5601, 5601)",0,62742402,313.71201,337.641472,0.0018663742199714762(0.0),0.0017014127600123174(0.0)
737,8 square 1,"(5601, 5601)",0,62742402,313.71201,337.641472,0.004502147359889932(0.0),0.004153753639984643(0.0)
738,8 square 0,"(5640, 5640)",0,63619200,318.096,343.932928,0.0018953420899924822(0.0),0.0017281853099120781(0.0)
739,8 square 1,"(5640, 5640)",0,63619200,318.096,343.932928,0.004576729240070563(0.0),0.00432338713988429(0.0)
740,8 square 0,"(5679, 5679)",0,64502082,322.51041,348.127232,0.001911927809996996(0.0),0.0017445194399624596(0.0)
741,8 square 1,"(5679, 5679)",0,64502082,322.51041,348.127232,0.004655219800042687(0.0),0.004276106570032425(0.0)
742,8 square 0,"(5718, 5718)",0,65391048,326.95524,352.321536,0.0019322008799645119(0.0),0.0017621740698814392(0.0)
743,8 square 1,"(5718, 5718)",0,65391048,326.95524,352.321536,0.004748488909972366(0.0),0.004365669319959124(0.0)
744,8 square 0,"(5756, 5756)",0,66263072,331.31536,356.51584,0.001955515390000073(0.0),0.0017840472600073555(0.0)
745,8 square 1,"(5756, 5756)",0,66263072,331.31536,356.51584,0.0048016313399421055(0.0),0.004538646440050797(0.0)
746,8 square 0,"(5794, 5794)",0,67140872,335.70436,362.807296,0.0019778858199424577(0.0),0.001802909669931978(0.0)
747,8 square 1,"(5794, 5794)",0,67140872,335.70436,362.807296,0.004870545830053743(0.0),0.0046088270099426155(0.0)
748,8 square 0,"(5832, 5832)",0,68024448,340.12224,364.904448,0.0019973621900135187(0.0),0.0018228193500544876(0.0)
749,8 square 1,"(5832, 5832)",0,68024448,340.12224,364.904448,0.00494761139008915(0.0),0.0045879508700454605(0.0)
750,8 square 0,"(5869, 5869)",0,68890322,344.45161,369.098752,0.0020212015899596734(0.0),0.0018428164099168498(0.0)
751,8 square 1,"(5869, 5869)",0,68890322,344.45161,369.098752,0.005043083600030513(0.0),0.004625764270022046(0.0)
752,8 square 0,"(5907, 5907)",0,69785298,348.92649,375.390208,0.0020445038900652433(0.0),0.0018656968900177162(0.0)
753,8 square 1,"(5907, 5907)",0,69785298,348.92649,375.390208,0.005113361650001025(0.0),0.004671497430099408(0.0)
754,8 square 0,"(5944, 5944)",0,70662272,353.31136,377.48736,0.0020623199199326335(0.0),0.0018818886700319127(0.0)
755,8 square 1,"(5944, 5944)",0,70662272,353.31136,377.48736,0.0051939409699116364(0.0),0.004729367960098898(0.0)
756,8 square 0,"(5981, 5981)",0,71544722,357.72361,383.778816,0.0020871167400036937(0.0),0.0019049291699775495(0.0)
757,8 square 1,"(5981, 5981)",0,71544722,357.72361,383.778816,0.005271763549972093(0.0),0.00480075241997838(0.0)
758,8 square 0,"(6017, 6017)",0,72408578,362.04289,387.97312,0.0021074833899911026(0.0),0.0019232955299958122(0.0)
759,8 square 1,"(6017, 6017)",0,72408578,362.04289,387.97312,0.0053293552999093665(0.0),0.004857506650005235(0.0)
760,8 square 0,"(6054, 6054)",0,73301832,366.50916,390.070272,0.0021300295599212403(0.0),0.0019419672001095023(0.0)
761,8 square 1,"(6054, 6054)",0,73301832,366.50916,390.070272,0.005417577420012094(0.0),0.0050597849000769204(0.0)
762,8 square 0,"(6090, 6090)",0,74176200,370.881,396.361728,0.0021502525301184505(0.0),0.0019640099100070073(0.0)
763,8 square 1,"(6090, 6090)",0,74176200,370.881,396.361728,0.00555143367004348(0.0),0.005134842889965512(0.0)
764,8 square 0,"(6126, 6126)",0,75055752,375.27876,400.556032,0.002164782979962183(0.0),0.001975905889994465(0.0)
765,8 square 1,"(6126, 6126)",0,75055752,375.27876,400.556032,0.0055729489300574645(0.0),0.005093454149900935(0.0)
766,8 square 0,"(6161, 6161)",0,75915842,379.57921,404.750336,0.0021840574700036086(0.0),0.0019964749200153164(0.0)
767,8 square 1,"(6161, 6161)",0,75915842,379.57921,404.750336,0.00564399876006064(0.0),0.005129965100059053(0.0)
768,8 square 0,"(6197, 6197)",0,76805618,384.02809,408.94464,0.0022151487800874748(0.0),0.002023172910121502(0.0)
769,8 square 1,"(6197, 6197)",0,76805618,384.02809,408.94464,0.005725511329947039(0.0),0.005429998019972118(0.0)
770,8 square 0,"(6232, 6232)",0,77675648,388.37824,415.236096,0.0022382172399375124(0.0),0.002043581459874986(0.0)
771,8 square 1,"(6232, 6232)",0,77675648,388.37824,415.236096,0.005794077269965783(0.0),0.005366766480001388(0.0)
772,8 square 0,"(6268, 6268)",0,78575648,392.87824,417.333248,0.0022584769799141213(0.0),0.0020621073299844283(0.0)
773,8 square 1,"(6268, 6268)",0,78575648,392.87824,417.333248,0.0058870038099121304(0.0),0.005389177619945258(0.0)
774,8 square 0,"(6302, 6302)",0,79430408,397.15204,421.527552,0.0022792140500678213(0.0),0.002082185150065925(0.0)
775,8 square 1,"(6302, 6302)",0,79430408,397.15204,421.527552,0.005950506610097364(0.0),0.005519866899994667(0.0)
776,8 square 0,"(6337, 6337)",0,80315138,401.57569,427.819008,0.0023041837000346275(0.0),0.0021045772200159263(0.0)
777,8 square 1,"(6337, 6337)",0,80315138,401.57569,427.819008,0.0060320815100567415(0.0),0.005684706119936891(0.0)
778,8 square 0,"(6372, 6372)",0,81204768,406.02384,429.91616,0.002323613869957626(0.0),0.0021222206499078313(0.0)
779,8 square 1,"(6372, 6372)",0,81204768,406.02384,429.91616,0.00612501274998067(0.0),0.00565048611999373(0.0)
780,8 square 0,"(6406, 6406)",0,82073672,410.36836,436.207616,0.002348499959916808(0.0),0.002142703319987049(0.0)
781,8 square 1,"(6406, 6406)",0,82073672,410.36836,436.207616,0.006169660889863735(0.0),0.005752408309926977(0.0)
782,8 square 0,"(6440, 6440)",0,82947200,414.736,440.40192,0.0023663128200860227(0.0),0.0021616119200189134(0.0)
783,8 square 1,"(6440, 6440)",0,82947200,414.736,440.40192,0.006283209819957847(0.0),0.005949959569989005(0.0)
784,8 square 0,"(6474, 6474)",0,83825352,419.12676,442.499072,0.0023901343999023082(0.0),0.002182172049942892(0.0)
785,8 square 1,"(6474, 6474)",0,83825352,419.12676,442.499072,0.006365987600001972(0.0),0.005985737470036838(0.0)
786,8 square 0,"(6508, 6508)",0,84708128,423.54064,440.40192,0.0024106120500073302(0.0),0.0022021217399742455(0.0)
787,8 square 1,"(6508, 6508)",0,84708128,423.54064,440.40192,0.006449156020098598(0.0),0.005951402750069974(0.0)
788,8 square 0,"(6542, 6542)",0,85595528,427.97764,444.596224,0.0024321502300153953(0.0),0.0022247855200839693(0.0)
789,8 square 1,"(6542, 6542)",0,85595528,427.97764,444.596224,0.006528571079979883(0.0),0.006255296099989209(0.0)
790,8 square 0,"(6575, 6575)",0,86461250,432.30625,448.790528,0.00245291104001808(0.0),0.0022435844199208076(0.0)
791,8 square 1,"(6575, 6575)",0,86461250,432.30625,448.790528,0.00661554068006808(0.0),0.006218939259997569(0.0)
792,8 square 0,"(6609, 6609)",0,87357762,436.78881,452.984832,0.0024763754601008258(0.0),0.002264574759901734(0.0)
793,8 square 1,"(6609, 6609)",0,87357762,436.78881,452.984832,0.006706077720009489(0.0),0.006174881990009453(0.0)
794,8 square 0,"(6642, 6642)",0,88232328,441.16164,459.276288,0.002491761029959889(0.0),0.00227764034003485(0.0)
795,8 square 1,"(6642, 6642)",0,88232328,441.16164,459.276288,0.0067782113199064045(0.0),0.006472746780054876(0.0)
796,8 square 0,"(6675, 6675)",0,89111250,445.55625,461.37344,0.0025117406700155697(0.0),0.0022947750201274177(0.0)
797,8 square 1,"(6675, 6675)",0,89111250,445.55625,461.37344,0.00684163048004848(0.0),0.006652177479991223(0.0)
798,8 square 0,"(6708, 6708)",0,89994528,449.97264,465.567744,0.0025421098999504465(0.0),0.0023232041900337207(0.0)
799,8 square 1,"(6708, 6708)",0,89994528,449.97264,465.567744,0.006936858479893999(0.0),0.006461132529948372(0.0)
